Series Name,"Country Name","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Population ages 00-04, female","Vanuatu","13624","13736","13919","14145","14404","14674","14951","15290","15734","16251","16848","17500","18125","18693","19197","19646","20050","20402","20683","20889","21041","21152","21228","21287","21347"
"Population ages 00-04, female","Venezuela, RB","1379135","1383615","1390051","1396758","1402436","1409624","1418074","1422905","1424238","1423210","1418627","1412047","1407274","1402898","1397717","1390921","1376487","1345556","1291864","1225629","1163322","1109286","1065284","1034753","1018446"
"Population ages 00-04, female","Viet Nam","3411202","3318879","3278231","3291579","3335246","3365443","3386726","3435664","3507947","3549349","3560443","3580763","3606087","3623235","3671424","3757161","3904599","4015931","3968626","3847175","3706055","3584755","3486854","3409576","3347439"
"Population ages 00-04, female","Virgin Islands (U.S.)","4170","4041","3965","3928","3969","3986","3906","3835","3805","3844","3905","3913","3876","3809","3692","3494","3258","3036","2832","2670","2644","2724","2792","2843","2873"
"Population ages 00-04, female","West Bank and Gaza","254177","256270","258742","261286","263682","266452","269611","272667","277118","282638","288898","295665","302216","308268","313752","318437","322471","325722","330447","333961","335501","335548","335180","335599","336557"
"Population ages 00-04, female","Yemen, Rep.","1722001","1748836","1782368","1818163","1856505","1896705","1941628","1989707","2036441","2082460","2126323","2162627","2200902","2251433","2312265","2384766","2472097","2565569","2655866","2743559","2828503","2909776","2988832","3067443","3139596"
"Population ages 00-04, female","Zambia","953464","977774","1002898","1029176","1057556","1089456","1125320","1163817","1203065","1241279","1276783","1308631","1337058","1362478","1384790","1404481","1422642","1440280","1458863","1479695","1501866","1524749","1549125","1574646","1600636"
"Population ages 00-04, female","Zimbabwe","890083","922675","952885","978649","997185","1008273","1015412","1021796","1030519","1046632","1072069","1105310","1139977","1167704","1182491","1182913","1172261","1154227","1134709","1120380","1115178","1119004","1129950","1143812","1156591"
"Population ages 00-04, male","Afghanistan","2152576","2154680","2251600","2369709","2424370","2473272","2534353","2536793","2548133","2603633","2645214","2713706","2800285","2873092","2953442","3019422","3065851","3121121","3180869","3242702","3311747","3355686","3366274","3400600","3462499"
"Population ages 00-04, male","Albania","140980","135923","131026","125927","120578","114734","108711","103118","98271","94160","91031","89482","89604","90738","92209","93181","93053","91547","88670","84990","81477","78407","75642","73461","71397"
"Population ages 00-04, male","Algeria","1569232","1523343","1488757","1485777","1516430","1560251","1619131","1698132","1793124","1892801","1990289","2081864","2171662","2256163","2335381","2412147","2479797","2530944","2561261","2570107","2557673","2527644","2481197","2425768","2364638"
"Population ages 00-04, male","American Samoa","4000","3919","3837","3765","3708","3651","3587","3535","3493","3456","3377","3236","3074","2916","2771","2644","2541","2455","2384","2321","2242","2139","2038","1943","1840"
"Population ages 00-04, male","Andorra","1762","1745","1719","1770","1881","1962","2003","1992","1983","1965","1908","1874","1854","1802","1739","1652","1579","1542","1454","1375","1336","1288","1260","1261","1307"
"Population ages 00-04, male","Angola","1491561","1538675","1590900","1649135","1713849","1783466","1856858","1933329","2012332","2093174","2174970","2256770","2338527","2419925","2499389","2575902","2650050","2721977","2791564","2859691","2927720","2996880","3065849","3133179","3199663"
"Population ages 00-04, male","Antigua and Barbuda","3555","3542","3481","3419","3380","3306","3222","3190","3219","3292","3331","3327","3295","3188","3030","2919","2837","2759","2702","2663","2650","2667","2698","2741","2785"
"Population ages 00-04, male","Argentina","1808154","1802467","1799033","1796305","1791993","1790095","1793749","1800159","1814681","1835764","1856339","1877512","1893129","1900426","1910782","1922102","1919779","1908475","1885045","1829105","1730995","1618417","1510159","1408989","1333451"
"Population ages 00-04, male","Armenia","108415","103474","99407","98515","99674","101794","104572","107672","109530","110252","111220","112945","115357","117316","118145","117555","115489","111984","107282","102717","99255","96291","94032","92170","92950"
"Population ages 00-04, male","Aruba","3598","3490","3361","3252","3183","3212","3298","3349","3388","3403","3340","3266","3253","3263","3278","3314","3341","3311","3252","3161","3020","2873","2758","2682","2638"
"Population ages 00-04, male","Australia","654941","653810","652167","651773","652765","657200","667296","686738","709815","731286","743815","752208","766715","781590","790672","797959","805101","807443","803770","798440","790849","777395","777727","790214","803016"
"Population ages 00-04, male","Austria","214788","209022","204852","203302","203449","204289","204357","203489","202732","201991","201246","201773","203209","204942","207443","212056","217199","221112","223362","224060","223443","222211","221168","218444","214390"
"Population ages 00-04, male","Azerbaijan","328593","310905","299420","297969","307259","323568","344076","367317","392699","408465","413645","420827","431871","447170","463221","474914","471529","450184","417098","393036","381225","369099","357877","351039","341585"
"Population ages 00-04, male","Bahamas, The","15052","14669","14296","13966","13740","13652","13682","13812","13982","14158","14221","14119","13941","13727","13467","13185","12897","12532","12119","11713","11384","11178","11083","11049","11032"
"Population ages 00-04, male","Bahrain","34035","33511","33654","34268","35539","37368","39588","42022","43571","44798","46073","45359","45504","47314","50963","52899","53144","55039","54636","53147","51044","49937","48529","48429","47973"
"Population ages 00-04, male","Bangladesh","8999221","9153526","9265144","9315839","9318398","9269878","9172511","9044979","8897650","8730703","8546159","8353702","8169802","8018306","7910183","7854959","7857816","7919814","8006521","8085218","8166737","8252715","8349752","8451170","8541497"
"Population ages 00-04, male","Barbados","9375","9521","9698","9784","9753","9613","9416","9270","9267","9315","9324","9294","9158","8882","8614","8459","8362","8294","8242","8195","8149","8105","8065","8025","7982"
"Population ages 00-04, male","Belarus","236666","234261","233564","232268","229968","228057","228658","233474","241352","251488","261932","270483","278323","285521","291513","297566","302973","301483","291701","277430","259602","239453","221376","206690","193837"
"Population ages 00-04, male","Belgium","294712","294344","293280","292192","292911","295430","299340","305068","312194","319012","325322","331565","333315","332584","330568","328069","324722","320890","316980","313134","308808","305582","304092","299582","292580"
"Population ages 00-04, male","Belize","17337","17790","18205","18518","18727","18886","19022","19138","19240","19306","19156","18869","18680","18598","18616","18829","19183","19508","19779","19827","19607","19129","18626","18296","18171"
"Population ages 00-04, male","Benin","655111","670509","686778","704252","723261","744150","766835","790224","812812","834200","855444","876619","898632","922902","949003","975699","1001700","1025267","1044945","1060468","1072625","1082811","1092728","1103866","1116500"
"Population ages 00-04, male","Bermuda","2035","2033","2033","2015","1976","1932","1882","1838","1835","1867","1891","1871","1822","1739","1638","1568","1534","1513","1493","1473","1452","1432","1408","1387","1367"
"Population ages 00-04, male","Bhutan","38495","37646","36821","36052","35246","34550","34198","34017","33817","33573","33262","32970","32839","32830","32761","32429","31909","30820","29137","27499","26257","25300","24723","24682","24829"
"Population ages 00-04, male","Bolivia","593962","595477","596662","598098","599162","600476","603831","608794","613711","618386","622765","625827","627783","629581","631076","632210","632967","633390","633601","633768","634074","634711","635669","636685","637793"
"Population ages 00-04, male","Bosnia and Herzegovina","121524","119573","115494","110437","106473","103945","102052","99655","96758","94100","91642","88881","85894","83309","80558","77690","75785","74489","73507","72891","72083","70706","69127","67371","65458"
"Population ages 00-04, male","Botswana","106673","107989","109864","111814","113697","115671","117963","120727","123960","127507","131061","134169","136050","136699","136795","136644","136650","136922","137420","138244","139353","142044","145455","147994","150073"
"Population ages 00-04, male","Brazil","8752205","8685988","8580645","8433404","8274648","8135310","8011560","7898306","7797052","7700688","7603934","7518669","7454500","7412734","7393866","7390022","7372943","7344532","7322317","7275580","7179427","7067764","6953091","6816811","6682042"
"Population ages 00-04, male","British Virgin Islands","905","903","874","846","838","852","895","964","1045","1098","1061","1027","1022","980","947","977","888","761","827","876","867","854","828","832","842"
"Population ages 00-04, male","Brunei Darussalam","17152","17012","16889","16743","16558","16327","16061","15931","15986","16139","16374","16638","16910","17122","17224","17301","17346","17293","17172","17000","16782","16579","16430","16309","16198"
"Population ages 00-04, male","Bulgaria","173017","168850","165960","168483","169644","170068","172087","175443","179321","183281","185319","184120","180397","174340","171015","168075","165225","162468","160380","157599","154083","151302","150076","150159","150513"
"Population ages 00-04, male","Burkina Faso","1108221","1139646","1171498","1205426","1241928","1279993","1321529","1366783","1412866","1458734","1504102","1546970","1587191","1625679","1661569","1693892","1721076","1741308","1751177","1748829","1735448","1718938","1706877","1702177","1706178"
"Population ages 00-04, male","Burundi","580741","589180","606300","632603","664328","699687","738368","778889","821148","866957","913510","955864","993421","1026674","1054422","1071336","1077493","1078822","1078231","1077004","1075165","1076435","1082839","1092381","1102302"
"Population ages 00-04, male","Cabo Verde","30970","30518","30087","29586","29029","28467","28025","27780","27613","27372","26980","26397","25727","25151","24701","24328","24061","23973","24072","24309","24519","23691","21871","20057","18316"
"Population ages 00-04, male","Cambodia","874041","847249","832712","828047","827238","829073","829753","830182","838665","854190","868975","879884","888274","895630","902631","911001","921001","922549","916036","918860","928125","933152","933433","929095","921033"
"Population ages 00-04, male","Cameroon","1279705","1310886","1345921","1384947","1427021","1472111","1519563","1567585","1614594","1659692","1702254","1742080","1779857","1815537","1850983","1890719","1937246","1988146","2039976","2090181","2133275","2166325","2192900","2217520","2243066"
"Population ages 00-04, male","Canada","918502","900734","886349","877754","876710","880749","889863","902832","920204","939685","958179","971479","980161","984332","986305","986974","991535","993301","993331","991079","983054","970533","970851","982212","1001808"
"Population ages 00-04, male","Cayman Islands","1414","1467","1522","1571","1613","1636","1654","1693","1753","1826","1887","1943","1995","2022","2025","2016","1991","1956","1923","1896","1877","1927","2033","2124","2197"
"Population ages 00-04, male","Central African Republic","335227","342820","350771","358318","365997","373505","382307","392603","403582","396897","391573","405923","421285","436312","446054","449813","451800","453291","457401","459067","464065","475231","470924","473975","498391"
"Population ages 00-04, male","Chad","887034","917417","945864","976411","1011941","1051621","1092902","1135936","1180559","1224005","1264883","1305142","1345833","1387115","1428685","1468266","1505276","1540582","1576079","1612692","1650564","1692588","1740434","1798793","1870359"
"Population ages 00-04, male","Channel Islands","4164","4091","4091","4105","4099","4108","4121","4121","4117","4113","4110","4160","4266","4336","4354","4327","4256","4154","4050","3966","3891","3786","3680","3620","3598"
"Population ages 00-04, male","Chile","672966","658855","645483","632497","620806","610646","601368","595825","596002","600049","605703","611730","616075","617239","616702","614742","611701","606771","600678","591112","571963","544395","520415","499497","478090"
"Population ages 00-04, male","China","45454689","44803376","44176068","43722972","43484662","43240854","43153214","43497430","44134759","44940820","45676137","46272558","47093081","47788528","48117177","48169388","48157905","47978653","46887981","45006875","42401148","38802141","34407301","30390275","27143525"
"Population ages 00-04, male","Colombia","2202303","2191567","2180792","2166843","2150610","2131742","2108270","2080794","2050941","2021010","1990854","1958065","1923209","1886807","1850078","1816939","1789567","1772966","1769356","1773977","1782802","1795797","1808371","1813138","1811304"
"Population ages 00-04, male","Comoros","45566","46816","47993","48314","47818","47366","47129","47126","47617","48546","49577","50680","51836","52977","53881","54419","54710","55035","55494","55954","56471","57001","57439","57809","58206"
"Population ages 00-04, male","Congo, Dem. Rep.","4730309","4844478","4972457","5115566","5260889","5404419","5559059","5729355","5915437","6120452","6339241","6566097","6802390","7046428","7293080","7540717","7793947","8057324","8327480","8597913","8870290","9147921","9421390","9686801","9948880"
"Population ages 00-04, male","Congo, Rep.","254730","260883","267169","274766","284346","295661","307700","319942","333350","349179","366892","384290","399827","412142","420878","425762","427748","428818","429967","431533","433932","437565","441991","447071","453008"
"Population ages 00-04, male","Costa Rica","203853","202648","200491","197236","193286","189556","186183","184019","184098","185179","184932","184483","184697","183231","181049","180308","179556","177586","176002","173567","168206","160782","152916","145088","138147"
"Population ages 00-04, male","Cote d'Ivoire","1608721","1659805","1707379","1749359","1786157","1819305","1850114","1879899","1899459","1917057","1948866","1988197","2022014","2040332","2074266","2129417","2180149","2229105","2269218","2285407","2286776","2290251","2297941","2313484","2335657"
"Population ages 00-04, male","Croatia","123445","116292","111810","107781","105000","103916","103939","104569","105970","107837","109023","108997","108686","107659","105277","101784","98388","94543","91264","88867","87082","86499","86411","86021","85250"
"Population ages 00-04, male","Cuba","374080","373672","371688","367167","360525","352204","342314","331638","321762","314923","312733","315500","320434","323774","323814","321738","317047","310301","304225","297696","289131","279614","270316","260821","252213"
"Population ages 00-04, male","Curacao","5832","5461","5274","5154","5028","4961","4921","4894","4867","4820","4833","4859","4911","5041","5155","5207","5140","4887","4447","4074","3728","3390","3149","3110","3017"
"Population ages 00-04, male","Cyprus","34400","33561","32715","32035","31620","31453","31487","31618","31761","31919","32127","32623","33451","34170","34701","35208","35749","36152","36487","36902","37276","37596","37888","38164","38377"
"Population ages 00-04, male","Czechia","231487","229012","229454","231367","234670","240096","247399","257814","271825","285512","296807","302211","299732","292916","286416","282263","281566","284616","288592","291652","292182","285763","285846","281381","268953"
"Population ages 00-04, male","Denmark","173987","172483","170916","169533","168465","167078","166326","166471","167024","167322","167118","165349","162141","158215","154381","152054","152145","153757","155514","157478","158745","159533","159742","158634","157204"
"Population ages 00-04, male","Djibouti","55210","56579","58185","59616","60530","60959","61031","60769","60209","59670","59285","58978","58748","58601","58505","58390","58263","58167","58097","58019","57966","57983","58023","58065","58254"
"Population ages 00-04, male","Dominica","3218","3020","2894","2816","2767","2742","2699","2633","2571","2515","2458","2430","2413","2429","2433","2386","2291","2165","2088","2021","1964","1916","1875","1852","1828"
"Population ages 00-04, male","Dominican Republic","522630","523066","524055","525806","526052","522799","517154","512113","510122","511748","516035","521887","527622","531075","531582","530258","528371","526518","525208","523921","522033","519553","516099","511408","505908"
"Population ages 00-04, male","Ecuador","801736","803571","804301","804783","804909","804919","805284","806162","808339","812831","817866","822987","826808","823674","812678","798388","781070","764518","756385","752883","747526","740575","730881","716912","702451"
"Population ages 00-04, male","Egypt, Arab Rep.","4772482","4848404","4924734","4990796","5050720","5120276","5201511","5295808","5408596","5541824","5693588","5856881","6034415","6234918","6439902","6625819","6766772","6842963","6811774","6667542","6481554","6297547","6130515","6036478","6038262"
"Population ages 00-04, male","El Salvador","382755","375769","367126","356275","343765","330728","318615","310255","305610","302695","301363","300895","299608","297834","296455","294491","290724","284960","277966","270503","263777","258830","255635","253584","251667"
"Population ages 00-04, male","Equatorial Guinea","59719","62457","65560","69114","73240","77300","81090","85006","88833","92368","95939","99649","103164","106442","109469","112230","114725","117010","119150","121182","123008","124628","126107","127442","129183"
"Population ages 00-04, male","Eritrea","200164","200860","201282","204352","209612","215174","220363","224483","228107","230865","232359","233423","234102","234682","234038","232202","230032","227869","226470","225786","226120","227750","230210","233258","236750"
"Population ages 00-04, male","Estonia","32355","32274","32288","32617","33262","33983","34843","36129","37665","38925","39761","40087","39553","38432","37305","36536","36137","36090","36305","36644","36533","35987","35527","34530","32629"
"Population ages 00-04, male","Eswatini","74832","75187","75511","75661","75745","75841","76135","76746","77247","77165","76605","75853","74995","74122","73471","73078","72772","72467","72193","71893","71745","71810","71861","71778","71497"
"Population ages 00-04, male","Ethiopia","6657481","6801097","6943816","7084631","7222928","7363541","7499138","7620075","7725978","7805889","7858220","7898568","7929568","7952016","7993624","8071956","8187067","8345105","8553103","8801670","9062932","9312869","9542776","9744619","9911324"
"Population ages 00-04, male","Faroe Islands","1739","1785","1814","1828","1844","1844","1842","1827","1795","1760","1694","1647","1631","1623","1619","1626","1648","1690","1730","1763","1819","1858","1854","1842","1828"
"Population ages 00-04, male","Fiji","51378","51047","50867","50918","51101","51389","51724","51953","52027","51955","51670","51117","50382","49651","49012","48463","47957","47334","46487","45480","44547","43760","43096","42572","42137"
"Population ages 00-04, male","Finland","150307","147652","145720","144958","145108","145445","146373","148037","149869","151504","153223","154565","155082","155090","154190","152027","148805","144746","139754","133968","128546","125306","123000","120652","120232"
"Population ages 00-04, male","France","1965362","1993231","2008796","1999901","1994283","1995658","1997933","2007632","2018878","2031549","2043373","2046670","2043334","2035658","2016725","1987790","1962358","1937630","1904104","1873808","1850096","1817647","1796271","1786154","1766101"
"Population ages 00-04, male","French Polynesia","12509","12520","12552","12613","12611","12439","12192","11953","11778","11684","11674","11740","11847","11822","11602","11276","10874","10421","9755","9040","8694","8465","8136","7808","7582"
"Population ages 00-04, male","Gabon","94770","96723","98883","101169","103612","106237","109071","112182","115637","119557","123984","128813","133721","138377","142550","146166","149407","152528","155700","158873","161750","164042","165694","166739","167351"
"Population ages 00-04, male","Gambia, The","133241","135106","137183","139483","142169","145395","149237","153541","157999","162488","167032","171612","176384","181241","185481","188650","190594","191184","190659","189999","189938","190569","191890","193958","196242"
"Population ages 00-04, male","Georgia","132987","128195","125072","122789","121278","120675","120869","122254","125735","130509","134898","137026","137909","138310","140030","143041","145823","147570","147055","143675","138772","133036","127549","121923","115831"
"Population ages 00-04, male","Germany","2051780","2043420","2014442","1977121","1942570","1915148","1865108","1817526","1802644","1804415","1814319","1781433","1760712","1744741","1768729","1822357","1893145","1952804","1995398","2023738","2034121","2033527","2027302","1991273","1942240"
"Population ages 00-04, male","Ghana","1534967","1574043","1617238","1659711","1699043","1735539","1770058","1801654","1831498","1862679","1895194","1930711","1972291","2017669","2060826","2097510","2124373","2136240","2136661","2134049","2130257","2127862","2132788","2143885","2156193"
"Population ages 00-04, male","Gibraltar","895","823","792","833","871","909","957","985","978","975","969","970","986","1011","1041","1066","1083","1088","1086","1082","1082","1095","1121","1155","1198"
"Population ages 00-04, male","Greece","268628","272313","274356","273872","273047","272290","272789","274132","276470","280596","283709","283659","280553","273599","262853","251931","245862","243145","240732","238511","234127","225360","215488","208076","200758"
"Population ages 00-04, male","Greenland","2441","2364","2306","2260","2219","2183","2153","2126","2112","2116","2134","2161","2156","2116","2064","2033","2042","2048","2060","2100","2128","2139","2129","2110","2061"
"Population ages 00-04, male","Grenada","5434","5333","5135","4959","4791","4628","4548","4545","4537","4526","4508","4501","4505","4490","4441","4351","4223","4039","3850","3716","3625","3568","3558","3552","3505"
"Population ages 00-04, male","Guam","9047","9045","8960","8802","8607","8412","8271","8212","8247","8386","8498","8466","8355","8217","8074","7959","7893","7855","7828","7800","7773","7743","7696","7632","7557"
"Population ages 00-04, male","Guatemala","953111","962205","970171","976035","980251","981984","980990","979581","978221","976895","977533","980949","986369","993038","1000757","1009223","1018084","1024759","1026865","1022211","1009482","990809","971054","954794","944562"
"Population ages 00-04, male","Guinea","754753","763409","769820","777905","788056","799948","814651","832635","852944","873945","894528","914093","932403","949667","966301","982886","1000328","1018234","1035558","1052521","1069215","1084924","1099695","1114088","1127290"
"Population ages 00-04, male","Guinea-Bissau","108662","110425","112294","114315","116451","118695","121167","123866","126533","129130","131742","134395","137048","139698","142210","144311","145844","146642","146896","147103","147528","148231","149339","150757","152216"
"Population ages 00-04, male","Guyana","51068","49826","48244","46384","44457","42694","41266","40295","39769","39567","39544","39595","39802","40148","40482","40816","41129","41362","41817","42169","42200","42269","42240","42081","41661"
"Population ages 00-04, male","Haiti","600468","603750","605826","607699","609055","609662","611295","614572","618659","623408","624309","624688","628079","629937","631098","632010","631946","631542","631770","631817","630891","628939","626506","624122","621330"
"Population ages 00-04, male","Honduras","533019","540613","547068","551887","554660","555135","553884","552292","551252","550779","550571","550762","551315","551794","552238","553253","555140","557619","561115","565601","570175","574526","578668","582207","584984"
"Population ages 00-04, male","Hong Kong SAR, China","157507","146219","141367","137305","132880","124012","116468","118782","126569","131975","133706","135141","144450","153803","157561","155234","149832","148606","148002","142646","131614","122861","117966","116825","113089"
"Population ages 00-04, male","Hungary","255453","248904","245720","245126","245417","246237","247453","248571","249676","251085","249685","244879","239678","235409","232293","232031","234366","236689","238070","238700","239112","239313","238094","235291","231315"
"Population ages 00-04, male","Iceland","10903","10852","10722","10635","10653","10720","10832","11122","11532","11849","12036","12106","12071","11926","11669","11322","11001","10859","10892","10997","11185","11566","11952","12196","12409"
"Population ages 00-04, male","India","69016195","69533641","70007221","70310981","70453552","70318567","69832639","69163912","68502342","67968513","67558455","67233033","66960821","66609159","65911331","65048361","64352535","63599613","62849630","62332993","61733760","60890054","60141124","59504265","58920509"
"Population ages 00-04, male","Indonesia","11713344","11669047","11607251","11553378","11539503","11598544","11714140","11857535","12005715","12136338","12247342","12364692","12488760","12576452","12612883","12584781","12473389","12282780","12077969","11906648","11765198","11643063","11546850","11477134","11414146"
"Population ages 00-04, male","Iran, Islamic Rep.","2670564","2636049","2627207","2669884","2767083","2862377","2945925","3021936","3108654","3210090","3307250","3378368","3442686","3526782","3628020","3739446","3838949","3903828","3908635","3826950","3670750","3492510","3324901","3180817","3083561"
"Population ages 00-04, male","Iraq","2070203","2117285","2162693","2202913","2240789","2283199","2280967","2251750","2289713","2369405","2449334","2552014","2689777","2833545","2935468","2988318","2989856","2952032","2904476","2857572","2824119","2814650","2827197","2850738","2876398"
"Population ages 00-04, male","Ireland","137992","140667","143149","146229","149431","152483","156108","161250","167081","172891","178296","181628","181614","178934","175282","171928","169120","166190","163746","161763","159072","157377","156224","153531","150897"
"Population ages 00-04, male","Isle of Man","2262","2264","2293","2293","2246","2188","2179","2229","2300","2361","2389","2385","2383","2361","2304","2239","2173","2101","2021","1935","1842","1782","1763","1754","1756"
"Population ages 00-04, male","Israel","326817","334542","340959","347310","353954","359296","364416","370876","376920","386311","396694","407435","417246","426728","435379","443153","450743","458101","464493","468977","469953","470753","472696","477732","474771"
"Population ages 00-04, male","Italy","1340255","1337738","1344893","1364199","1384162","1400331","1412528","1426925","1441392","1448807","1447593","1437675","1423734","1403919","1372663","1335636","1297089","1259001","1226684","1183562","1144426","1107543","1078352","1053694","1035853"
"Population ages 00-04, male","Jamaica","142140","137605","133525","130192","127592","125689","124091","122194","119805","117020","113978","110721","107363","104068","100947","98097","95548","93215","91031","89040","87428","86193","85152","84197","83106"
"Population ages 00-04, male","Japan","3027859","3034587","3030728","3014699","2982021","2933352","2881249","2843634","2815445","2792720","2781164","2763649","2733976","2699257","2661847","2623720","2589849","2554051","2507852","2451241","2374426","2284807","2203263","2125049","2059274"
"Population ages 00-04, male","Jordan","402743","397716","394175","394086","396870","400737","422770","447118","457705","469367","482550","496570","501570","522199","567535","603802","616054","613203","609718","604201","599289","598158","596581","594794","589894"
"Population ages 00-04, male","Kazakhstan","604660","600768","606400","620358","643572","674987","713354","758894","808949","854162","891458","923326","948412","966416","983740","1001802","1017365","1028418","1034341","1040260","1048343","1067640","1085847","1089401","1085109"
"Population ages 00-04, male","Kenya","2662038","2743186","2829690","2915223","3000115","3085396","3168881","3252084","3337302","3420382","3492532","3545012","3572108","3573535","3556190","3530660","3510467","3499917","3494105","3492851","3494826","3499790","3516006","3544074","3581308"
"Population ages 00-04, male","Kiribati","6628","6640","6649","6629","6612","6631","6701","6844","7065","7329","7588","7808","7971","8079","8134","8144","8118","8085","8075","8096","8171","8261","8328","8374","8371"
"Population ages 00-04, male","Korea, Dem. People's Rep.","1043143","1020217","993089","968337","946110","921002","897612","878840","864666","854147","847971","844396","841258","839305","840841","846775","853861","861191","867750","873067","877482","880344","880837","878984","875556"
"Population ages 00-04, male","Korea, Rep.","1726569","1672515","1596304","1515115","1432762","1337709","1253709","1205912","1187497","1185258","1199713","1208124","1198103","1185211","1174624","1162002","1130218","1076396","1021429","967287","896706","816496","749830","697033","658932"
"Population ages 00-04, male","Kosovo","92802","89093","87007","86248","85590","85065","83787","81662","79712","78433","77897","77849","77928","77791","76824","74217","70883","67923","64694","61222","58869","57465","56164","52707","46901"
"Population ages 00-04, male","Kuwait","105254","105044","104395","103225","101376","102458","108424","115782","122607","128521","135034","141797","148644","156206","164139","165927","163616","163214","161522","155399","144677","139263","137990","135185","135464"
"Population ages 00-04, male","Kyrgyz Republic","268260","264938","264695","267686","271438","275516","280302","285263","290235","298893","314455","333342","352392","370416","384466","391767","393215","390816","393025","404016","414131","416769","413399","405912","396714"
"Population ages 00-04, male","Lao PDR","422833","419235","415602","412195","409306","406478","402639","398733","396227","394893","395055","395470","395268","395060","394673","396598","401055","405270","408679","411013","411453","410214","408479","406553","404556"
"Population ages 00-04, male","Latvia","49039","48626","48840","49915","50982","51696","52829","54507","56139","56798","55898","54229","52742","51494","51364","52650","54447","55590","55481","54327","52191","49632","47292","44861","42166"
"Population ages 00-04, male","Lebanon","227628","228776","229173","229030","228616","227083","225220","223765","222029","220873","221371","224693","233525","260011","291509","304368","303511","295196","281357","263246","248585","240568","235185","232520","233064"
"Population ages 00-04, male","Lesotho","132199","130455","129109","128301","127766","127128","126859","127259","128041","129254","130895","133257","135768","137818","139747","141552","142739","143108","142802","141820","140376","138422","136179","134213","132744"
"Population ages 00-04, male","Liberia","253105","261120","267945","269465","271890","283919","300544","316570","329415","338528","345917","352991","359860","365302","369255","372088","374560","375740","376392","378197","380907","384024","387474","391567","395935"
"Population ages 00-04, male","Libya","278872","286328","295285","305443","316674","328278","338896","348188","356245","362746","368869","367006","361752","362431","364382","364954","362379","360146","358408","354038","348417","342896","337223","330753","324311"
"Population ages 00-04, male","Liechtenstein","975","971","988","997","1002","994","967","942","938","957","974","977","986","984","970","966","972","971","970","960","956","958","962","970","979"
"Population ages 00-04, male","Lithuania","94886","90975","86842","82931","79230","75838","73804","73332","73836","74862","75484","76022","77015","77531","77361","77558","77733","77216","76618","75815","73907","70810","68165","66019","63357"
"Population ages 00-04, male","Luxembourg","14710","14563","14415","14423","14468","14428","14445","14477","14552","14665","14836","15024","15310","15755","16108","16366","16404","16452","16574","16715","16833","17024","17224","17394","17747"
"Population ages 00-04, male","Macao SAR, China","12177","11020","10149","9630","9474","9674","10134","10589","11122","11144","11210","11618","12614","14015","15627","17114","18061","18098","18100","18014","17682","16645","15396","14285","13394"
"Population ages 00-04, male","Madagascar","1542911","1576458","1603245","1624814","1645463","1669065","1696265","1727800","1764355","1805241","1847537","1885996","1918634","1947266","1971961","1994467","2021404","2055963","2096795","2143106","2193049","2242303","2287446","2326898","2361116"
"Population ages 00-04, male","Malawi","1031178","1052791","1076552","1102266","1131273","1165261","1203165","1242357","1281999","1319283","1350469","1375180","1394187","1409244","1420980","1428949","1434187","1439599","1446863","1457608","1474099","1495398","1519229","1543873","1569127"
"Population ages 00-04, male","Malaysia","1376457","1367748","1361221","1357462","1355978","1355377","1353679","1350117","1343525","1330110","1311523","1298115","1295647","1304543","1322975","1346174","1371338","1388980","1391020","1374044","1329343","1267031","1209979","1167453","1145086"
"Population ages 00-04, male","Maldives","16652","15880","15295","14935","14784","14762","14806","15006","15451","16101","16918","17847","18772","19521","19952","19953","19626","19158","18641","18143","17677","17202","16629","15999","15383"
"Population ages 00-04, male","Mali","1080234","1121191","1165238","1212007","1260459","1310682","1362308","1413849","1464976","1515458","1565503","1615418","1663907","1710181","1754707","1797182","1838491","1879634","1920236","1955559","1988117","2024236","2061678","2101570","2146719"
"Population ages 00-04, male","Malta","11549","11256","10943","10598","10315","10107","9963","9922","10002","10154","10252","10334","10528","10704","10954","11307","11653","11875","12044","12270","12134","11774","11779","11960","12155"
"Population ages 00-04, male","Marshall Islands","4042","4126","4153","4136","4073","3986","3925","3894","3866","3855","3893","3881","3748","3562","3343","3078","2827","2641","2508","2423","2382","2349","2295","2218","2087"
"Population ages 00-04, male","Mauritania","221330","224172","228167","233386","239743","246974","254826","263488","273195","283867","295375","307635","320040","330513","338871","346572","353606","359969","366879","374666","382374","389978","397488","404941","412319"
"Population ages 00-04, male","Mauritius","49405","48724","48104","47897","47467","46686","45774","44620","43212","41560","39798","38316","37190","36148","35186","34269","33336","32400","31499","30728","30113","29702","29499","29494","29364"
"Population ages 00-04, male","Mexico","5795255","5801375","5817330","5832669","5837571","5824671","5797629","5770358","5750275","5740432","5739815","5748026","5761324","5774004","5771557","5737451","5672714","5586406","5492418","5411068","5351544","5310528","5280054","5246590","5201545"
"Population ages 00-04, male","Micronesia, Fed. Sts.","8113","8120","8041","7852","7570","7241","6923","6674","6497","6384","6356","6407","6463","6480","6462","6412","6357","6318","6290","6269","6259","6259","6258","6255","6242"
"Population ages 00-04, male","Moldova","87986","84223","82120","81733","83299","85581","86943","87539","87692","87480","87311","87784","89348","92248","96375","100078","102445","102237","99790","95751","91018","85589","79394","73769","68745"
